4a00000Y0900,Y09,250929,0
OKP,18,2
VQP,11,7
VLP,14,2
QIP,20

24000G783502,G7835
QIP,,15:33
VLP,19,3
OKP,19,2
IZP,20,5
KOP,11

24000G783602,G7836
KOP,,17:12
IZP,11,9
OKP,18,2
VLP,20,2
QIP,20

24000G783703,G7837
QIP,,19:06
VQP,29,5
IZP,28,6
KOP,11

24000G783802,G7838
KOP,,20:51
IZP,11,9
OKP,18,2
VQP,12,3
VAP,41

24000G783901,G7839
QIP,,06:34
VLP,19,2
VQP,14,2
VJP,17,3
ZMP,10

24000G784000,G7840
ZMP,,08:21
OKP,16,2
QBP,16,3
QIP,24,2
VAP,14

24000G784100,G7841
VAP,,11:47
QIP,13,3
VLP,19,7
VQP,15,2
VJP,17,9
ZMP,10

24000G784200,G7842
ZMP,,13:50
VJP,10,2
VLP,28,3
QIP,20,3
VAP,14

24000G784300,G7843
VAP,,15:45
QIP,13,2
VQP,29,2
VJP,18,2
ZMP,11

24000G784400,G7844
ZMP,,17:28
VJP,10,8
OKP,10,2
QBP,16,2
QIP,24,2
VAP,14

24000G784500,G7845
VAP,,19:26
QIP,13,3
VLP,20,8
OKP,20,2
VJP,11,7
ZMP,11

24000G784600,G7846
ZMP,,22:07
VJP,10,2
VQP,18,2
QIP,30

24000G784705,G7847,250701-03|05-0831
24000G784700,G7847
24000G784706,G7847,250930-1009
VAP,,10:36
QIP,13,3
QBP,26,2
VQP,10,6
ZMP,24

24000G784805,G7848,250701-03|05-0831
24000G784800,G7848
24000G784806,G7848,250930-1009
ZMP,,13:00
OKP,16,2
VLP,23,3
QIP,20,2
VAP,14

24000G784905,G7849,250701-03|05-0831
24000G784900,G7849
24000G784906,G7849,250930-1009
VAP,,14:45
QIP,13,2
VLP,19,2
ZMP,35

24000G785005,G7850,250701-03|05-0831
24000G785000,G7850
24000G785006,G7850,250930-1009
ZMP,,16:28
VLP,32,2
QIP,20,2
VAP,14

24000G785104,G7851
IFP,,06:08
IRP,37,2
IVP,20

24000G78520A,G7852,250701-0831
IVP,,07:28
IRP,19,2
MYP,17,8
IMP,8,3
IFP,23

24000G785209,G7852,250901-04
IVP,,07:28
IRP,19,2
MYP,17,8
IMP,8,3
IFP,22,4
BJP,21

24000G78520B,G7852,250905-1025
IVP,,07:28
IRP,19,2
MYP,17,8
IMP,8,3
IFP,22

24000G785208,G7852,250701-03
IVP,,07:28
IRP,19,2
MYP,17,8
IMP,8,3
IFP,22,4
BJP,21

24000G785310,G7853,250701-0831
IFP,,20:49
MYP,26,2
IVP,31

24000G785304,G7853,250901-04
BJP,,20:27
IFP,20,2
MYP,26,2
IVP,31

24000G785305,G7853,250905-1025
IFP,,20:49
MYP,26,2
IVP,31

24000G785303,G7853,250701-03
BJP,,20:27
IFP,20,2
MYP,26,2
IVP,31

24000G785403,G7854
IVP,,22:10
IFP,51

24000G785606,G7856
PBP,,17:55
IVP,18,2
IMP,35,2
IFP,22

24000G785701,G7857
IFP,,08:15
MYP,26,2
IVP,31

24000G785801,G7858
IVP,,09:34
IRP,19,2
IMP,20,2
IFP,22

24000G785902,G7859
IFP,,18:16
IMP,22,3
MYP,9,10
IVP,31

24000G786002,G7860
IVP,,19:53
IRP,19,15
IFP,37

24000G786105,G7861
IFP,,06:30
MYP,26

24000G786206,G7862
MYP,,07:17
IMP,8,2
IKP,11,2
IFP,17

24000G786302,G7863
IFP,,12:24
MYP,26,2
IVP,31

24000G786402,G7864
IVP,,13:53
IMP,34,2
IFP,22

24000G786501,G7865
IFP,,18:53
MYP,26,2
IRP,16,2
IVP,20

24000G786601,G7866
IVP,,20:23
MYP,31,2
IFP,25

24000G786701,G7867
IFP,,15:14
IMP,22,2
MYP,9,6
IVP,31,4
PBP,19

24000G786801,G7868
PBP,,17:11
IVP,18,3
MYP,32,2
IFP,26

24000G787202,G7872
MYP,,06:39
IMP,8,2
IKP,11,2
IFP,17

24000G787310,G7873
IFP,,19:15
IKP,17,2
IMP,10,2
MYP,9

24000G78750N,G7875,250727
VAP,,18:00
QIP,12,3
OKP,35,2
VJP,11,2
ZMP,10

24000G78760N,G7876,250727
ZMP,,19:35
VJP,10,2
OKP,10,2
QIP,35,3
VAP,14

24000G78770N,G7877,250727
VAP,,20:15
QIP,12,3
OKP,35,2
VJP,11,2
ZMP,10

24000G78780N,G7878,250727
ZMP,,22:00
VJP,10,2
OKP,10,2
QIP,35,3
VAP,14

24000G788001,G7880
OKP,,07:04
VQP,11,2
VAP,40

24000G788305,G7883,250701-03|05-0831
24000G788310,G7883
24000G788306,G7883,250930-1009
VAP,,18:05
QIP,12,3
VLP,20,3
QBP,10,2
VQP,9,2
VJP,18,2
ZMP,10

24000G788405,G7884,250701-03|05-0831
24000G788410,G7884
24000G788406,G7884,250930-1009
ZMP,,20:31
VJP,10,2
VQP,18,2
VAP,38

24000G788508,G7885,250701-03|05-0831
24000G788503,G7885
24000G788509,G7885,250929-1009
VAP,,20:20
QIP,12,2
VQP,29,4
VJP,17,3
ZMP,10

24000G788607,G7886,250702-0901
24000G788610,G7886
24000G788608,G7886,250930-1010
ZMP,,07:21
VJP,10,3
OKP,10,3
VQP,12,3
VLP,13,3
QIP,20

24000G788902,G7889,250930
24000G788903,G7889,251006-08
IPP,,08:23
GQP,16,4
TXP,37

25000G789004,G7890,250922
25000G789005,G7890,250930
25000G789006,G7890,251006-08
TXP,,07:13
IPP,46

24000G789101,G7891,250930
24000G789102,G7891,251006-08
IPP,,11:20
TXP,46

25000G789200,G7892,250930
25000G789201,G7892,251006-08
TXP,,09:40
YDI,29,2
IWP,15,2
IPP,11

24000G789300,G7893,250930
24000G789301,G7893,251006-08
IPP,,13:53
IWP,11,2
TXP,39

25000G789400,G7894,250930
25000G789401,G7894,251006-08
TXP,,12:35
IPP,46

24000G789502,G7895,250930
24000G789503,G7895,251006-08
IPP,,16:44
TXP,46

25000G789603,G7896,250930
25000G789604,G7896,251006-08
TXP,,15:10
YDI,29,2
GQP,9,2
IWP,10,3
IPP,11

24000G789703,G7897,250930
24000G789704,G7897,251006-08
IPP,,18:58
GQP,16,2
TXP,34

25000G789805,G7898,250930
25000G789806,G7898,251006-08
TXP,,17:52
IPP,46

24000G789903,G7899,250930
24000G789904,G7899,251006-08
IPP,,21:35
IWP,11,2
TXP,39

25000G790005,G7900,250930
25000G790006,G7900,251006-08
TXP,,20:10
YDI,29,3
GQP,9,3
IPP,16

38000G790110,G7901,251001
ZAF,,06:09
NOF,65

40000G790203,G7902
NOF,,07:37
FNF,14,2
PDF,19,2
YZF,18,2
ZIF,19,2
EZF,9,2
ZZF,24,7
EXF,27,6
JOF,12,2
JGF,22,2
CUF,29

38000G790306,G7903
CUF,,11:35
GVF,22,4
JGF,10,4
JOF,22,6
EXF,11,5
ZZF,28,3
EZF,24,2
ZIF,9,7
JXF,30,2
PDF,9,2
FNF,19,2
NOF,14

40000G790403,G7904
NOF,,15:50
PDF,28,6
CGF,23,2
ZIF,14,3
EZF,9,2
ZAF,15

38000G790502,G7905
ZAF,,17:55
EZF,15,3
ZIF,9,3
EBF,16,2
FGF,16,2
EHF,12,2
ZKF,10

38000G790601,G7906
ZKF,,19:51
ZAF,50

38000G790750,G7907
NWF,,18:29
PUF,13,2
HWF,18,2
WVF,15,2
ZAF,29

38000G790810,G7908
ZAF,,16:51
EGF,25,2
WVF,9,2
PUF,28,2
NWF,13

38000G790903,G7909
ZAF,,06:59
EZF,15,3
ZIF,9,2
CGF,15,2
YZF,10,2
JXF,13,2
PDF,9,2
FNF,19,2
NOF,14

38000G791002,G7910,250930
38000G791001,G7910,251001
38000G791003,G7910,251007-08
ZAF,,18:26
SQF,50

38000G791103,G7911
PUF,,09:10
HWF,18,18
WVF,15,7
EGF,8,2
ENF,12,2
ZAF,19,3
JXF,38,2
PDF,10,2
NOF,28

3b000G791202,G7912
LLF,,06:50
ZZF,36,4
ZAF,17,3
EGF,25,2
HWF,18,2
PUF,19

38000G79130A,G7913
ADF,,16:32
HFF,14,23
EGF,16,3
ZAF,22,8
ZIF,16,2
CGF,13,2
YZF,10,2
PDF,18,8
NOF,27

40000G791403,G7914
NOF,,12:37
FNF,14,6
PDF,19,6
YZF,17,2
ZIF,19,2
ZAF,21,8
EGF,20,2
HFF,17,12
ADF,15

38000G791530,G7915,250930|1007-08
ZAF,,23:00
LLF,36

40000G791601,G7916
NOF,,19:56
PDF,28,2
ZIF,33,2
EZF,9,6
ZAF,15

38000G791730,G7917
ZAF,,07:28
EZF,16,4
ZIF,8,2
EBF,17,6
FGF,15,2
ZKF,17

38000G791801,G7918
ZKF,,09:17
YIF,23,2
ZIF,20,2
EZF,9,3
ZAF,15

38000G791902,G7919
ZAF,,10:48
EZF,15,2
ZIF,9,2
YZF,20,3
PDF,18,2
NOF,27

40000G792010,G7920
NOF,,12:44
PDF,28,2
ZIF,32,2
EZF,9,10
ZAF,15

38000G792104,G7921
ZAF,,14:54
EZF,15,2
ZIF,9,2
CGF,15,3
JXF,18,6
NOF,32

40000G792207,G7922
NOF,,16:50
PDF,28,7
CGF,23,2
ZAF,25,21
LLF,37

3b000G792400,G7924
LLF,,19:28
ZAF,37

38000G79250A,G7925
ZAF,,08:06
XPF,16,2
LLF,25

3b000G792604,G7926
LLF,,09:11
ZAF,38,14
EGF,25,2
PUF,32

38000G79270F,G7927
PUF,,11:18
NUF,12,2
HWF,11,2
EGF,18,2
ENF,12,2
ZAF,19

38000G792803,G7928
ZAF,,15:48
PUF,52

38000G79290E,G7929
PUF,,17:02
NUF,12,6
HWF,11,2
ZAF,40,3
ZZF,16,3
XPF,18,5
LLF,25

3b000G793001,G7930
LLF,,19:43
XPF,25,7
ZAF,17

38000G79310C,G7931
ZAF,,08:40
ZKF,48

38000G793204,G7932
ZKF,,10:10
FGF,17,2
YIF,11,2
ZAF,37,4
EGF,25,2
HWF,18,2
PUF,19

38000G793330,G7933
ZAF,,16:45
LLF,36,2
SCF,33

3b000G793410,G7934
SCF,,18:15
LLF,30,7
ZAF,37

38000G79350M,G7935,250929-1010
ZAF,,18:45
EZF,15,11
ZIF,9,2
YIF,21,2
ZKF,23

38000G79360B,G7936,250929-1010
ZKF,,20:37
EBF,27,11
ZIF,15,2
ZAF,21

38000G793750,G7937
ZAF,,09:44
ZIF,20,2
FGF,27,2
ZKF,17

38000G793830,G7938
ZKF,,07:35
EHF,10,2
YIF,18,3
EBF,10,2
ZIF,15,9
EZF,9,2
ZAF,15

38000G793901,G7939
ZAF,,17:30
ZIF,20,2
YZF,20,2
PDF,17,2
NOF,28

40000G794001,G7940
NOF,,20:13
PDF,29,5
JXF,9,3
ZIF,27,2
EZF,9,2
ZAF,15

40000G794204,G7942
NOF,,11:59
JXF,33,2
YZF,13,2
CGF,10,2
ZIF,14,4
EZF,8,2
ZAF,16

38000G794303,G7943
ZAF,,06:44
LLF,36,10
SCF,31

3b000G794405,G7941
SCF,,08:23
LLF,31,2
ZZF,39,5
EZF,24,2
ZIF,8,2
YZF,21,6
JXF,12,2
PDF,10,2
NOF,28

38000G794505,G7945
ZAF,,14:15
ZIF,20,5
YIF,21,23
EHF,18,2
ZKF,10,4
HVF,10,2
SKF,10

38000G794603,G7946
SKF,,16:55
HVF,9,7
ZKF,10,2
FGF,17,2
YIF,11,6
EBF,10,2
ZIF,15,2
EZF,9,2
ZZF,25,3
LLF,37,2
SCF,31

3b000G794805,G7948
SCF,,20:34
LLF,30,2
XPF,25,2
ZAF,17

38000G794904,G7949
ZAF,,22:11
LLF,36

38000G795001,G7950,250929-1001|07-08
ZAF,,22:13
KBF,20,7
LUF,16,2
MIF,12,2
SQF,16

40000G795210,G7952
NOF,,09:49
FNF,15,2
PDF,19,2
CGF,22,4
ZAF,26

38000G795301,G7953
ZAF,,14:23
YZF,29,2
PDF,18,2
NOF,27

3b000G795405,G7951
LLF,,07:12
XPF,25,2
ZAF,17,21
PDF,42,2
NOF,27

38000G795503,G7955,250930|1007-08
ZAF,,20:22
ZIF,16,16
CGF,13,2
YZF,10,2
PDF,19,5
NOF,28

40000G795605,G7956
NOF,,16:10
FNF,15,2
PDF,18,2
YZF,18,2
ZAF,30,18
LLF,36

3b000G795801,G7958
LLF,,18:47
ZAF,37

38000G795940,G7959,251001
ZAF,,06:25
ZKF,49

38000G796010,G7960,250930|1007-08
ZKF,,22:23
FGF,17,7
ZAF,37

38000G796204,G7962
SKF,,14:42
HVF,9,2
ZKF,10,3
EHF,10,2
FGF,12,2
EBF,16,2
ZIF,15,4
EZF,9,3
ZAF,15

38000G796304,G7963
ZAF,,16:54
EZF,15,2
ZIF,9,2
FGF,27,2
EHF,12,2
ZKF,10

38000G796402,G7964
ZKF,,19:08
EBF,27,4
ZAF,27

38000G796704,G7967,250930|1007-08
ZAF,,23:13
ZIF,20,2
ZKF,39

38000G796802,G7968,251001|08-09
ZKF,,00:34
ZAF,52

38000G796907,G7969
ZAF,,14:12
CGF,25,3
PDF,22,6
NOF,28

40000G797006,G7970
NOF,,15:59
PDF,28,2
YZF,18,2
ZAF,30,11
KBF,21

40000G797204,G7972,250930|1007-08
NOF,,22:33
ZIF,54,11
ZAF,17

38000G797330,G7973,251001|08-09
EZF,,07:39
ZIF,9,5
YIF,22,3
ZKF,22

38000G797410,G7974,251001|08-09
ZKF,,09:10
EBF,27,2
ZAF,30,3
EGF,25

38000G797502,G7975
PUF,,21:32
ZAF,52

38000G797603,G7976
ZAF,,06:55
HWF,38,2
PUF,19

38000G797704,G7977
SQF,,20:36
ZAF,49

38000G797801,G7978
ZAF,,19:14
KBF,22,2
LUF,16,2
SQF,23

38000G797950,G7979,251001|08-09
EGF,,10:53
ZAF,25

38000G798020,G7980,250930|1007-08
ZAF,,18:09
EGF,25

38000G79810K,G7981,250907
38000G79810L,G7981,250929-30|1002-10
38000G79810M,G7981,251001
ZAF,,07:12
JXF,38,2
PDF,10,3
FNF,19,2
NOF,14,8
DDF,19

40000G79820J,G7982,250907
40000G79820K,G7982,250929-30|1002-10
40000G79820L,G7982,251001
DDF,,09:54
NOF,18,2
PDF,29,2
YZF,17,2
ZAF,31,19
ENF,18,9
EGF,12,2
WVF,8,2
PUF,29

38000G79830K,G7983,250907
38000G79830L,G7983,250929-30|1002-10
38000G79830M,G7983,251001
PUF,,13:32
HWF,18,4
ZAF,39,4
ZIF,16,6
YZF,18,7
PDF,18,2
FNF,19,14
NOF,13,13
DDF,19

40000G79840K,G7984,250907
40000G79840L,G7984,250929-30|1002-10
40000G79840M,G7984,251001
DDF,,17:21
NOF,19,2
PDF,28,2
CGF,23,7
ZAF,25,6
EGF,25,9
PUF,32

38000G79850K,G7985,250907
38000G79850L,G7985,250929-30|1002-10
38000G79850M,G7985,251001
PUF,,20:35
NUF,12,2
WVF,21,2
ZAF,29

3b000G798600,G7986,250930-1001|07-09
LLF,,23:56
ZAF,37

40000G798804,G7988
NOF,,19:47
PDF,29,2
ZAF,46

38000G798950,G7989
ZAF,,12:53
ZIF,20,4
ZKF,39,3
HVF,10,7
SKF,9

38000G799010,G7990
ZKF,,11:14
YIF,23,2
ZIF,20,3
EZF,9,3
ZAF,15

38000G799130,G7991,250702-1025
EGF,,09:37
ZAF,27,3
ZIF,16,6
CGF,13,2
YZF,10,2
PDF,17,2
NOF,28

3b000G799230,G7992,250930|1008-09
3b000G799201,G7992,251001-02
LPF,,08:22
LLF,41,3
ZAF,37

3b000G799410,G7994,250930-1001|07-09
LLF,,23:44
ZAF,37

38000G799505,G7995
PUF,,21:22
ZAF,52

38000G799603,G7996
ZAF,,08:38
HWF,38,2
PUF,19

38000G799705,G7997
ZAF,,06:15
NOF,65

40000G799804,G7998
NOF,,19:16
FNF,14,2
JXF,24,2
ZAF,38

38000G799902,G7999
ZAF,,07:21
LLF,37

3b000G800001,G8000
LLF,,21:28
ZAF,37

1g000G800109,G8001
DFT,,06:07
WXT,24,2
BYT,18,2
YGT,17,2
HXT,13,2
AXT,12,2
LYT,11,2
SOT,14,2
SYT,12,4
KXT,30,2
PPT,21,2
GBT,15,2
CCT,22

11000G800230,G8002
CCT,,06:01
PPT,34,2
CPT,16,2
PXT,19,2
SBT,17,3
AXT,32,2
YGT,20,2
BYT,17,2
WXT,19,2
DFT,24

18000G80040N,G8004,250701-0930
JLL,,06:11
CCT,40,3
PPT,33,2
KXT,21,2
SYT,30,7
SOT,11,2
AXT,21,2
HXT,12,2
BYT,25,2
WXT,18,2
PWT,12,2
DLT,30

18000G80040O,G8004,250928-1025
JLL,,06:11
CCT,40,3
PPT,33,2
KXT,21,2
PXT,14,2
SYT,21,4
AXT,29,2
HXT,13,2
BYT,25,2
WXT,18,2
PWT,12,2
DLT,30

1g000G80050F,G8005
DFT,,08:27
SYT,87,4
PXT,21,2
PPT,30,2
CCT,32

11000G80060G,G8006,250701-0930
CCT,,07:30
CRT,10,2
PPT,26,2
CPT,16,2
SYT,35,3
LYT,22,2
AXT,11,2
YGT,20,2
BYT,17,2
DLT,49

11000G80060H,G8006,250928-1025
CCT,,07:30
CRT,10,2
PPT,26,2
PXT,30,2
SYT,21,3
LYT,22,2
AXT,11,2
YGT,20,2
BYT,17,2
DLT,49

13000G80070J,G8007
DLT,,09:17
PWT,31,2
BYT,25,2
SYT,55,3
KXT,31,7
PPT,21,2
GBT,15,2
CCT,22,4
JLL,40

18000G80080J,G8008
JLL,,08:26
CCT,40,3
GBT,23,6
PPT,15,12
SBT,42,3
SOT,15,2
LYT,15,2
AXT,11,2
HXT,12,2
BYT,25,2
DFT,37

1g000G800910,G8009
DFT,,10:03
GAT,43,2
YGT,11,2
HXT,13,2
AXT,12,2
SYT,28,3
PXT,21,2
CCT,58,3
JLL,40

11000G80100F,G8010,250701-0930
CCT,,11:04
PPT,33,2
PXT,30,2
SYT,21,3
DLT,100

11000G80100G,G8010,250928-1025
CCT,,10:48
CPT,44,2
SBT,31,6
LYT,27,2
YGT,27,2
DLT,62

13000G801107,G8011,250701-0930
DLT,,11:11
BYT,51,2
AXT,32,2
SYT,28,4
PXT,21,2
CCT,58,3
JLL,40

13000G801108,G8011,250928-1025
DLT,,11:12
GAT,57,2
AXT,26,2
SYT,28,3
PXT,21,2
CCT,58,4
JLL,40

11000G80120F,G8012,250701-0828|30
CCT,,11:47
PPT,33,2
KXT,21,2
PXT,14,6
SBT,17,9
SOT,15,2
LYT,15,2
YGT,26,2
BYT,17,2
DFT,37

11000G80120G,G8012,250829-1025
CCT,,11:47
PPT,33,2
KXT,21,2
PXT,14,6
SBT,17,9
LYT,26,2
AXT,11,2
YGT,20,2
BYT,17,2
DFT,37

13000G80130G,G8013
DLT,,11:40
GAT,57,2
YGT,10,2
AXT,20,2
LYT,12,2
SBT,26,3
PXT,17,2
PPT,30,2
CCT,32,3
JLL,40

1g000G80150I,G8015,250701-0930
DFT,,13:43
YGT,49,2
HXT,13,2
AXT,12,2
LYT,11,2
SOT,14,2
SBT,16,3
PXT,17,2
CPT,19,2
CCT,43,3
JLL,40

1g000G80150J,G8015,250928-1025
DFT,,13:46
YGT,49,2
HXT,13,2
AXT,12,2
LYT,12,2
SBT,26,3
PXT,17,2
KXT,14,2
CRT,43,2
CCT,10,3
JLL,40

18000G80160D,G8016
JLL,,13:59
CCT,40,4
CPT,45,2
PXT,19,2
SBT,17,3
BYT,59,2
PWT,25,2
DFT,17

13000G80170F,G8017,250701-0930
DLT,,14:37
PWT,30,2
GAT,32,2
YGT,10,2
AXT,21,2
LYT,11,2
SOT,15,2
SYT,12,6
PXT,21,17
PPT,30,2
CCT,35,3
JLL,40

13000G80170G,G8017,250928-1025
DLT,,14:37
PWT,30,2
GAT,32,2
YGT,10,2
AXT,21,2
LYT,11,2
SOT,15,2
SYT,12,6
PXT,21,12
CPT,19,2
GBT,26,2
CCT,25,3
JLL,40

18000G80180G,G8018
JLL,,14:44
CCT,40,4
CPT,44,2
SYT,35,3
SOT,11,2
LYT,15,2
AXT,11,2
YGT,20,2
GAT,11,2
BYT,11,2
WXT,18,2
DLT,36

1g000G801906,G8019
DFT,,16:12
BYT,37,2
YGT,17,2
HXT,13,2
AXT,12,2
SOT,20,2
SYT,12,4
PPT,46,2
CCT,33,3
JLL,40

18000G80200I,G8020,250701-0930
JLL,,15:50
CCT,40,4
PPT,33,2
PXT,30,3
SYT,21,3
LYT,22,7
AXT,11,2
GAT,26,2
DFT,43

18000G80200J,G8020,250928-1025
JLL,,15:50
CCT,40,3
PPT,34,2
PXT,30,3
SYT,21,3
LYT,22,7
AXT,11,2
BYT,32,2
DFT,37

1g000G80230I,G8023
DFT,,18:47
YGT,49,2
HXT,13,2
AXT,13,3
SOT,20,3
SBT,16,3
CRT,65,3
CCT,10

18000G80240K,G8024,250701-0930
JLL,,16:33
CCT,40,3
PPT,33,2
PXT,30,2
SBT,17,3
LYT,26,2
AXT,11,2
BYT,32,2
DFT,37

18000G80240L,G8024,250928-1025
JLL,,16:33
CCT,40,3
PPT,33,2
PXT,30,2
SYT,21,3
LYT,22,2
AXT,11,2
BYT,32,2
DFT,37

18000G80320B,G8032
JLL,,19:30
CCT,40,3
GBT,23,2
PPT,15,2
SYT,46,3
SOT,11

12000G80330B,G8033
SBT,,06:46
PXT,17,2
KXT,14,2
CPT,11,2
PPT,17,3
GBT,16,2
CCT,23,9
JLL,40

12000G80350B,G8035
SOT,,06:52
SYT,12,5
SBT,8,2
KXT,26,2
CPT,10,2
PPT,16,2
CCT,32,3
JLL,40,3
JOL,26,2
DHL,32,2
YXL,39

18000G803708,G8037,250701-1006
CUL,,13:13
JOL,65,2
JLL,27,3
CCT,40,3
CRT,10,2
SBT,65,3
SOT,15,7
LYT,15,2
AXT,11,2
HXT,13,2
YGT,13,2
BYT,17,2
WXT,18,2
DLT,36

1g000G803906,G8038,250701-1006
DFT,,07:09
WXT,24,2
YGT,30,2
AXT,20,2
LYT,11,2
SBT,26,3
PPT,42,2
CCT,32,6
JLL,40,3
JOL,26,2
CUL,67

13000G804105,G8041
DLT,,05:48
BYT,51,2
GAT,11,2
HXT,18,2
LYT,20,2
SYT,23

12000G804220,G8042
SBT,,07:02
SYT,8,2
SOT,11,2
LYT,15,2
HXT,18,2
YGT,13,2
GAT,11,2
PWT,31,2
DLT,29

1g000G804313,G8043,250701-0831
1g000G80430Y,G8043
1g000G804314,G8043,250930-1009
DFT,,20:55
BYT,37,2
AXT,32,2
SBT,32

13000G80450F,G8045
DLT,,08:51
BYT,51,2
HXT,24,2
SOT,28,2
SYT,11

12000G80460C,G8046
SYT,,08:19
LYT,22,2
AXT,11,2
YGT,20,2
DLT,61

13000G804706,G8047
DLT,,10:25
WXT,38,2
GAT,24,2
AXT,26,2
SYT,28

12000G80480D,G8048
SBT,,09:15
SOT,15,2
LYT,15,2
GAT,32,2
DLT,57

13000G804908,G8049
DLT,,10:42
WXT,38,2
AXT,45,2
LYT,11,2
SYT,22

12000G80500C,G8050
SYT,,11:28
SOT,11,6
LYT,15,2
AXT,11,2
WXT,46,2
DLT,37

13000G80510D,G8051
DLT,,11:47
PWT,31,2
GAT,32,2
YGT,11,2
AXT,21,2
SYT,29

12000G80520J,G8052
SYT,,12:50
GAT,49,2
WXT,24,3
DLT,37

13000G80530F,G8053
DLT,,13:53
BYT,51,2
HXT,25,2
LYT,18,2
SYT,22

12000G805408,G8054
SYT,,13:30
DLT,100

13000G80550J,G8055
DLT,,15:13
WXT,38,2
BYT,18,2
GAT,11,2
AXT,25,3
SOT,21,7
SYT,12

12000G80560F,G8056
SYT,,14:22
SOT,11,7
YGT,36,2
GAT,11,2
WXT,24,2
DLT,36

13000G80570E,G8057
DLT,,15:44
WXT,38,2
YGT,29,2
AXT,20,2
LYT,11,2
SYT,23

12000G80580A,G8058
SYT,,16:20
SOT,11,2
YGT,36,2
WXT,30,2
DLT,36

13000G80590J,G8059
DLT,,17:03
BYT,51,2
YGT,16,2
AXT,20,2
SYT,29

12000G80600H,G8060,250701-0930
SYT,,17:55
AXT,28,2
HXT,12,11
BYT,25,2
DLT,51

12000G80600I,G8060,250928-1025
SYT,,17:55
AXT,28,2
HXT,12,11
WXT,38,2
DLT,38

13000G806103,G8061
DLT,,20:28
BYT,51,2
YGT,16,2
LYT,26,2
SBT,26

12000G80621A,G8062,250701-0831
12000G806215,G8062
12000G80621B,G8062,250930-1009
SYT,,18:13
DFT,87

1g000G806302,G8063
DFT,,12:57
BYT,37,2
GAT,11,2
HXT,19,2
AXT,12,2
LYT,11,9
SYT,22

12000G80640O,G8064
SYT,,15:27
LYT,22,2
WXT,51,2
DLT,36

13000G806503,G8065
DLT,,18:21
SYT,101

12000G80660R,G8066
SYT,,19:26
AXT,28,2
DLT,76

13000G806706,G8067,250701-1010
DLT,,19:50
AXT,77,2
SBT,32

1g000G80670W,G8067,250928-1025
DFT,,20:31
YGT,49,2
AXT,20,2
LYT,11,2
SBT,26

12000G806812,G8068
SYT,,06:50
DFT,87

1g000G80690L,G8069,250701-0930
DFT,,19:32
YGT,49,2
AXT,20,2
LYT,11,2
SBT,27

1g000G80690M,G8069,250928-1025
DFT,,19:32
BYT,37,2
YGT,17,2
AXT,20,2
LYT,11,2
SBT,26

12000G80700I,G8070
SBT,,06:38
LYT,26,8
AXT,11,2
GAT,26,2
BYT,11,2
WXT,18,2
PWT,12,2
DFT,17

1g000G807103,G8071
HXT,,06:25
AXT,12,2
LYT,11,2
SOT,14,2
SYT,12

1g000G807204,G8072
YGT,,07:06
BYT,17,2
DLT,49

15000G80810B,G8081,250701-0930
PVD,,17:52
HXT,22,2
AXT,12,2
LYT,11,7
SOT,14,2
SBT,16

15000G808110,G8081,250928-1025
PVD,,17:52
HXT,22,2
AXT,12,2
LYT,11,7
SYT,22

12000G808208,G8082
SYT,,07:50
LYT,22,2
HXT,18,2
PVD,22

1g000G809203,G8092
FBT,,06:17
DXT,16,2
CCT,25

1n000G810305,G8102
RGT,,06:45
DUT,19,23
FDT,16,2
TST,14,2
BXT,21,2
BVT,12,2
SOT,17,2
SBT,16,3
PPT,42,2
CCT,32,6
JLL,40

11000G81040C,G8101
CCT,,05:53
PPT,33,2
CPT,16,2
SYT,35,3
BXT,31,2
NUT,10,2
FDT,24,2
DUT,17

12000G81060D,G8106
DUT,,16:24
FDT,17,2
BXT,30,2
SYT,33,4
CRT,68,3
CCT,10,3
JLL,40

18000G81080A,G8105
JLL,,12:16
CCT,40,6
PPT,33,2
PXT,30,2
SYT,21,3
BXT,31,2
FDT,30,2
DUT,17

1g000G811100,G8111,250929-1025
DFT,,07:09
WXT,24,2
YGT,30,2
AXT,20,2
LYT,11,2
SBT,26,3
FET,19,2
XBD,28,2
THL,20,2
BDL,17,2
SJL,24,2
CUL,20

19000G811200,G8112,250929-1025
THL,,07:42
XBD,20,2
FET,28,2
SYT,24,3
LYT,22,2
AXT,11,2
GAT,26,2
DFT,44

1g000G811300,G8113,250928-1025
DFT,,11:20
YGT,49,2
AXT,20,2
SYT,28,3
FET,23,2
THL,43,2
SJL,36,2
CUL,19

18000G811400,G8114,250928-1025
CUL,,13:17
SJL,19,2
JDL,16,2
BDL,13,2
THL,17,2
XBD,20,2
FET,28,2
SYT,24,3
LYT,22,4
GAT,33,2
BYT,11,2
DFT,37

1g000G811510,G8115,250928-1025
DFT,,18:02
YGT,49,9
AXT,20,2
SYT,28,3
FET,23,2
XBD,28,2
THL,20

